code,nom,description,version,organisme,statut,secteur
"ISO/TC 96/SC 9","Ponts et portiques roulants","Standardization of terminology, testing, safety and general design principles of equipment and components used in the construction, maintenance, inspection and operation of bridge and gantry cranes and relevant load lifting attachments.",1980,ISO,actif,Maritime
"ISO/TC 98","Bases du calcul des constructions","Standardization of the bases for design of structures irrespective of the material of construction including especially terminology and symbols, load, forces and other actions and limitations of deformations. Consideration and coordination of basic reliability requirements concerning the structures as a whole, including consideration of structures made of particular materials (steel, stone, concrete, wood, etc.) as far as is necessary for the preparation of a common approach to reliability in...",1960,ISO,actif,"Construction & BTP"
"ISO/TC 98/SC 1","Terminologie et symboles","Standardization of terminology and symbols to maintain the vocabulary and definitions for design of structures irrespective of the material of construction related to the work of ISO/TC 98 and its sub-committees.",1980,ISO,actif,"Services & Management"
"ISO/TC 101","Engins de manutention continue","Standardization in the field of continuous mechanical handling equipment for loose bulk materials or unit loads, comprising terminology, general design and construction, leading dimensions, safety requirements and testing and inspection methods.",1961,ISO,actif,"Industrie & Mécanique"
"ISO/TC 106","Médecine bucco-dentaire","Standardization in oral health care including: terms and definitions; performance, safety, and specification requirements of dental products; and clinically relevant laboratory test methods, all of which contribute to improved global health.",1962,ISO,actif,"Santé & Médecine"
"ISO/TC 106/SC 1","Produits pour obturation et restauration","Standardization of medical devices and materials intended to be used for direct dental restorations and in conjunction with indirect restorations and medical devices and materials intended to be used in orthodontics including: terms and definitions when appropriate; performance and safety requirements of devices; test methods, with consideration for clinical relevance to contribute to improved general health.",1985,ISO,actif,"Santé & Médecine"
"ISO/TC 106/SC 2","Produits pour prothèses dentaires","Standardization of prosthodontic materials and devices intended to be used for indirect dental restorations and in conjunction with auxiliary materials and direct restorations intended to be used in prosthodontics including: Terms and definitions when appropriate; Performance and safety requirements; Test methods and evaluation of properties with consideration toward clinical relevance to contribute to improved oral health.",1989,ISO,actif,"Santé & Médecine"
"ISO/TC 106/SC 7","Produits de soins bucco-dentaires","Oral care products Standardization of: oral care products - those substances, preparations and devices intended for use by the public or for application by dental professionals with objectives that include improving or maintaining oral health, enhancing comfort, changing the appearance of teeth, and preventing oral disease; associated laboratory test methods and terminology.",1986,ISO,actif,"Santé & Médecine"
"ISO/TC 106/SC 8","Implants dentaires","Dental implants Standardization in oral health care relating to devices surgically implanted into bone and/or soft tissues in the oro-facial region, and related accessories, including: terms and definitions; performance, safety, and specification requirements; and laboratory test methods.",1989,ISO,actif,"Santé & Médecine"
"ISO/TC 106/SC 9","Systèmes dentaires de CFAO","Dental CAD/CAM systems Standardization of: performance, safety and interoperability requirements of CAD/CAM systems for digitizing, designing and manufacturing patient specific products, the components of which include but are not limited to three-dimensional measuring devices (digitizing devices), manufacturing devices, and computer programs; Performance and safety requirements for materials specifically intended for CAD/CAM systems that are used to manufacture patient-specific dental produc...",2011,ISO,actif,"Santé & Médecine"
